StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q9,Q138,match.timer_First.Click,match.timer_Last.Click,match.timer_Page.Submit,match.timer_Click.Count,Q29_First.Click,Q29_Last.Click,Q29_Page.Submit,Q29_Click.Count,Q28,get.timer_First.Click,get.timer_Last.Click,get.timer_Page.Submit,get.timer_Click.Count,Q60_First.Click,Q60_Last.Click,Q60_Page.Submit,Q60_Click.Count,Q83,Q87,Q90_1_x,Q90_1_y,Q90,Q91,attn_check,Q55_First.Click,Q55_Last.Click,Q55_Page.Submit,Q55_Click.Count,Q57_First.Click,Q57_Last.Click,Q57_Page.Submit,Q57_Click.Count,Q20,Q100_First.Click,Q100_Last.Click,Q100_Page.Submit,Q100_Click.Count,Q84,Q141,Q142,Q143_1,Q144,Q34_First.Click,Q34_Last.Click,Q34_Page.Submit,Q34_Click.Count,Q140_First.Click,Q140_Last.Click,Q140_Page.Submit,Q140_Click.Count,fairness.new.,fairness,guesstimate.new._1,feedback..new.,Q75_First.Click,Q75_Last.Click,Q75_Page.Submit,Q75_Click.Count,Q76_First.Click,Q76_Last.Click,Q76_Page.Submit,Q76_Click.Count,Q77_First.Click,Q77_Last.Click,Q77_Page.Submit,Q77_Click.Count,Q78_First.Click,Q78_Last.Click,Q78_Page.Submit,Q78_Click.Count,Q94,Q95,Q129,Q96,Q128,Q131,Q102,Q103,researcherID,studyID,Create.New.Field.or.Choose.From.Dropdown...,groupID,participantID,groupSize,numStages,roles,participantRole,timeOutLog,maxWaitTime,id,botMatch,matchAlert,participantStatus,sendData,sendStage,getStage,getData,saveData,getWaitText,freezeTime,chatLog,chatDuration,chatName,chatWindowWidth,chatWindowHeight,chatInstructions,collective1,collective2,collective3,collective_mean,condition,condition.f,full_fairness
2022-05-07T10:04:27Z,2022-05-07T10:17:39Z,0,71.104.31.121,100,792,1,2022-05-07T10:17:40Z,R_1nO4UN1pNq5BRxR,NA,NA,NA,NA,40.7424,-74.0325,anonymous,EN,1,NA,0,0,6.539,0,0,0,3.011,0,50,0,0,196.291,0,0,0,21.104,0,4,1,691,84,Region #2,14,NA,9.436,19.194,20.987,11,0,0,25.104,0,1,3.139,25.259,25.57,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,moral when put into groups,1,NA,2,there are time limits in the bar below the screen,NA,1,1,6392NwKkvp,Study1_MoHi10,NA,15,R_1nO4UN1pNq5BRxR,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,*** Warning: Participant Player3-Overestimator timed out in stage 1. Survey terminated.,NA,NA,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player4-Underestimator: rend to count the big dots first
<br>Player2-Underestimator: yeah i agree
<br>Player4-Underestimator: so  no time to count others lol
<br>Player2-Underestimator: also i dont usually get an idea of how many small dots there can be
<br>Player4-Underestimator: it is more difficult than counting the all-small-dots pictures
<br>Player2-Underestimator: definitely
<br>Player2-Underestimator: having the varying dot sizes definitely made it harder to estimate how many there were total
<br> *** Player2-Underestimator has left the chat ***
<br>Player4-Underestimator: yes totally
<br> *** Player4-Underestimator has left the chat ***
<br>",NA,chatLog,NA,NA,NA,7,3,1,3.6666666666666665,1,self,3
2022-05-07T10:04:19Z,2022-05-07T10:18:00Z,0,67.243.253.45,100,820,1,2022-05-07T10:18:00Z,R_3PvPPVgDc2amnQE,NA,NA,NA,NA,40.738,-73.9858,anonymous,EN,1,NA,0,0,14.716,0,0,0,3.118,0,100,0,0,195.481,0,14.762,25.629,28.811,23,1,4,773,280,Region #2,15,NA,1.841,16.937,21.965,26,0,0,25.007,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15.006,0,NA,NA,NA,NA,1,4,9,nope,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,to learn about peoples decision making after discussion,1,NA,1,NA,nope,1,1,6392NwKkvp,Study1_MoHi10,NA,15,R_3PvPPVgDc2amnQE,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,*** Warning: Participant Player3-Overestimator timed out in stage 1. Survey terminated.,NA,NA,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player4-Underestimator: rend to count the big dots first
<br>Player2-Underestimator: yeah i agree
<br>Player4-Underestimator: so  no time to count others lol
<br>Player2-Underestimator: also i dont usually get an idea of how many small dots there can be
<br>Player4-Underestimator: it is more difficult than counting the all-small-dots pictures
<br>Player2-Underestimator: definitely
<br>Player2-Underestimator: having the varying dot sizes definitely made it harder to estimate how many there were total
<br>",NA,chatLog,NA,NA,NA,4,7,2,4.333333333333333,2,other,4
2022-05-07T12:08:23Z,2022-05-07T12:22:29Z,0,154.6.16.176,100,846,1,2022-05-07T12:22:30Z,R_emqvozmzJXDpI3f,NA,NA,NA,NA,40.7425,-73.9877,anonymous,EN,1,NA,0,0,6.861,0,0,0,3.112,0,70,0,0,196.072,0,15.016,16.414,22.341,2,1,4,696,73,Region #2,17,NA,12.989,13.648,22.138,2,0,0,25.111,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15.009,0,to see how selfish people are based on whether the person they have to pick for is part of the same group or a different one and previous interactions.,1,NA,2,it seemed too quick and I don't think it would be allowed to record someone else's screen,NA,1,1,6392NwKkvp,Study1_MoHi10,NA,20,R_emqvozmzJXDpI3f,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,*** Warning: Participant Player3-Overestimator timed out in stage 1. Survey terminated.,NA,NA,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player4-Underestimator: how much did you guys gues?
<br>Player4-Underestimator: *guess
<br>Player2-Underestimator: I Underestimated 40 dots 
<br>Player2-Underestimator: u?
<br>Player4-Underestimator: I guessed 70 dots
<br>Player2-Underestimator: oh wow 70 was a underestimat 
<br>Player4-Underestimator: yup
<br>Player2-Underestimator: ok so the number is a lot higher than I thought 
<br>Player4-Underestimator: how many do you think it is now
<br>Player2-Underestimator: I don't think theres more than 100 
<br>Player4-Underestimator: i wonder what would have happened if we guesses it right
<br>Player2-Underestimator: so do we want to guess a number between 70-100
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>",NA,chatLog,NA,NA,NA,2,2,5,3,3,ingroup,5
2022-05-07T12:08:23Z,2022-05-07T12:23:35Z,0,68.174.84.132,100,912,1,2022-05-07T12:23:36Z,R_2VyV1XOyvjdqfAO,NA,NA,NA,NA,40.7359,-73.9904,anonymous,EN,1,NA,0,0,7.349,0,0,0,3.01,0,40,0,0,176.079,0,0,0,23.164,0,4,3,857,232,Region #2,18,NA,20.706,20.706,21.988,1,0,0,25.012,0,1,17.364,17.364,18.395,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,to see how people make decisions,1,NA,1,NA,NA,1,1,6392NwKkvp,Study1_MoHi10,NA,20,R_2VyV1XOyvjdqfAO,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,*** Warning: Participant Player3-Overestimator timed out in stage 1. Survey terminated.,NA,NA,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player4-Underestimator: how much did you guys gues?
<br>Player4-Underestimator: *guess
<br>Player2-Underestimator: I Underestimated 40 dots 
<br>Player2-Underestimator: u?
<br>Player4-Underestimator: I guessed 70 dots
<br>Player2-Underestimator: oh wow 70 was a underestimat 
<br>Player4-Underestimator: yup
<br>Player2-Underestimator: ok so the number is a lot higher than I thought 
<br>Player4-Underestimator: how many do you think it is now
<br>Player2-Underestimator: I don't think theres more than 100 
<br>Player4-Underestimator: i wonder what would have happened if we guesses it right
<br>Player2-Underestimator: so do we want to guess a number between 70-100
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>",NA,chatLog,NA,NA,NA,3,2,2,2.3333333333333335,1,self,3
2022-05-07T15:00:06Z,2022-05-07T15:13:37Z,0,173.56.54.223,100,810,1,2022-05-07T15:13:37Z,R_2PbNegit6br96BB,NA,NA,NA,NA,40.7263,-73.9818,anonymous,EN,1,NA,0,0,239.825,0,0,0,3.012,0,50,0,0,17.101,0,14.953,16.207,27.139,2,1,5,696,70,Region #2,18,NA,12.023,12.023,21.771,1,0,0,25.011,0,1,7.975,21.872,22.809,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,To understand how people morally make decisions,1,NA,1,NA,NA,1,1,6392NwKkvp,Study1_MoHi10,NA,23,R_2PbNegit6br96BB,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,600,NA,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player1-Overestimator: it was hard trying to count 
<br>Player3-Overestimator: yeah
<br>Player4-Underestimator: i just guessed
<br>Player2-Underestimator: i tried to count them all but only got to like 4 haha
<br>Player3-Overestimator: me too
<br>Player1-Overestimator: I counted the big ones and just said any number over that 
<br>Player1-Overestimator: lol 
<br>Player2-Underestimator: i guessed too
<br>Player3-Overestimator: what did yall have
<br>Player2-Underestimator: i put 50
<br>Player4-Underestimator: 100
<br>Player3-Overestimator: i put 50 too?
<br>Player1-Overestimator: wait I put 50 too 
<br>Player1-Overestimator: LOLL
<br>Player3-Overestimator: omg loll
<br>Player1-Overestimator: then I think we each had a different prompt maybe 
<br>Player2-Underestimator: omg what how did i get underestimator and u got over LMAO
<br>Player3-Overestimator: maybe different pictures we r seeing
<br>Player4-Underestimator: probably
<br>Player1-Overestimator: I had dots 
<br>Player2-Underestimator: yeah maybe
<br>Player3-Overestimator: me too dots
<br>Player3-Overestimator: different sizes
<br>Player3-Overestimator: dots
<br>Player1-Overestimator: me too 
<br>Player3-Overestimator: well its nice meeting u guys:)
<br>Player3-Overestimator: bye
<br>Player2-Underestimator: same! sort of
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",NA,chatLog,NA,NA,NA,4,4,1,3,1,self,5
2022-05-07T15:04:18Z,2022-05-07T15:13:40Z,0,173.54.73.152,100,562,1,2022-05-07T15:13:41Z,R_1oheWL3Ml2Rfxrs,NA,NA,NA,NA,40.6679,-74.1178,anonymous,EN,1,NA,0,0,7.316,0,0,0,3.113,0,50,0,0,16.003,0,18.224,18.224,22.996,1,1,4,603,213,Region #2,17,NA,17.349,17.349,22.669,1,0,0,25.011,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15.006,0,To see how people would choose what task they would do and what they would assign others.,1,NA,2,"the movements seemed unnatural, and I would assume someone else would choose randomization.",NA,1,1,6392NwKkvp,Study1_MoHi10,NA,23,R_1oheWL3Ml2Rfxrs,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,600,NA,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player1-Overestimator: it was hard trying to count 
<br>Player3-Overestimator: yeah
<br>Player4-Underestimator: i just guessed
<br>Player2-Underestimator: i tried to count them all but only got to like 4 haha
<br>Player3-Overestimator: me too
<br>Player1-Overestimator: I counted the big ones and just said any number over that 
<br>Player1-Overestimator: lol 
<br>Player2-Underestimator: i guessed too
<br>Player3-Overestimator: what did yall have
<br>Player2-Underestimator: i put 50
<br>Player4-Underestimator: 100
<br>Player3-Overestimator: i put 50 too?
<br>Player1-Overestimator: wait I put 50 too 
<br>Player1-Overestimator: LOLL
<br>Player3-Overestimator: omg loll
<br>Player1-Overestimator: then I think we each had a different prompt maybe 
<br>Player2-Underestimator: omg what how did i get underestimator and u got over LMAO
<br>Player3-Overestimator: maybe different pictures we r seeing
<br>Player4-Underestimator: probably
<br>Player1-Overestimator: I had dots 
<br>Player2-Underestimator: yeah maybe
<br>Player3-Overestimator: me too dots
<br>Player3-Overestimator: different sizes
<br>Player3-Overestimator: dots
<br>Player1-Overestimator: me too 
<br>Player3-Overestimator: well its nice meeting u guys:)
<br>Player3-Overestimator: bye
<br>Player2-Underestimator: same! sort of
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",NA,chatLog,NA,NA,NA,5,7,7,6.333333333333333,4,outgroup,4
2022-05-07T14:59:25Z,2022-05-07T15:14:00Z,0,216.165.95.162,100,874,1,2022-05-07T15:14:01Z,R_1fluHbZMfAQFlw8,NA,NA,NA,NA,40.7359,-73.9904,anonymous,EN,1,NA,0,0,175.517,0,0,0,3.021,0,100,0,0,17.894,0,0,0,22.836,0,1,5,635,74,Region #2,16,NA,0,0,22.161,0,0,0,25.111,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,9,no,0,0,15.109,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Determine how how selfish people would be if they weren't being watched and dealt with people they didn't know,1,NA,1,NA,no,1,1,6392NwKkvp,Study1_MoHi10,NA,23,R_1fluHbZMfAQFlw8,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,600,NA,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player1-Overestimator: it was hard trying to count 
<br>Player3-Overestimator: yeah
<br>Player4-Underestimator: i just guessed
<br>Player2-Underestimator: i tried to count them all but only got to like 4 haha
<br>Player3-Overestimator: me too
<br>Player1-Overestimator: I counted the big ones and just said any number over that 
<br>Player1-Overestimator: lol 
<br>Player2-Underestimator: i guessed too
<br>Player3-Overestimator: what did yall have
<br>Player2-Underestimator: i put 50
<br>Player4-Underestimator: 100
<br>Player3-Overestimator: i put 50 too?
<br>Player1-Overestimator: wait I put 50 too 
<br>Player1-Overestimator: LOLL
<br>Player3-Overestimator: omg loll
<br>Player1-Overestimator: then I think we each had a different prompt maybe 
<br>Player2-Underestimator: omg what how did i get underestimator and u got over LMAO
<br>Player3-Overestimator: maybe different pictures we r seeing
<br>Player4-Underestimator: probably
<br>Player1-Overestimator: I had dots 
<br>Player2-Underestimator: yeah maybe
<br>Player3-Overestimator: me too dots
<br>Player3-Overestimator: different sizes
<br>Player3-Overestimator: dots
<br>Player1-Overestimator: me too 
<br>Player3-Overestimator: well its nice meeting u guys:)
<br>Player3-Overestimator: bye
<br>Player2-Underestimator: same! sort of
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br>",NA,chatLog,NA,NA,NA,5,3,6,4.666666666666667,4,outgroup,6
2022-05-07T15:02:27Z,2022-05-07T15:25:09Z,0,207.172.175.165,100,1362,1,2022-05-07T15:25:09Z,R_1o8aTQO2beJHgTF,NA,NA,NA,NA,40.7263,-73.9818,anonymous,EN,1,NA,16.041,16.041,117.106,1,0,0,3.106,0,50,0,0,0.411,0,0,0,31.183,0,1,4,787,349,Region #2,16,NA,9.867,9.867,34.869,1,0,0,25.086,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15.007,0,NA,NA,NA,NA,1,6,7,the video(screen-recording) takes a while to load and it always gets stuck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,is there a better way for the researchers to assign tasks to the participants?,1,NA,2,It does not make sense how it was completed so fast.,NA,1,1,6392NwKkvp,Study1_MoHi10,NA,23,R_1o8aTQO2beJHgTF,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,600,NA,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player1-Overestimator: it was hard trying to count 
<br>Player3-Overestimator: yeah
<br>Player4-Underestimator: i just guessed
<br>Player2-Underestimator: i tried to count them all but only got to like 4 haha
<br>Player3-Overestimator: me too
<br>Player1-Overestimator: I counted the big ones and just said any number over that 
<br>Player1-Overestimator: lol 
<br>Player2-Underestimator: i guessed too
<br>Player3-Overestimator: what did yall have
<br>Player2-Underestimator: i put 50
<br>Player4-Underestimator: 100
<br>Player3-Overestimator: i put 50 too?
<br>Player1-Overestimator: wait I put 50 too 
<br>Player1-Overestimator: LOLL
<br>Player3-Overestimator: omg loll
<br>Player1-Overestimator: then I think we each had a different prompt maybe 
<br>Player2-Underestimator: omg what how did i get underestimator and u got over LMAO
<br>Player3-Overestimator: maybe different pictures we r seeing
<br>Player4-Underestimator: probably
<br>Player1-Overestimator: I had dots 
<br>Player2-Underestimator: yeah maybe
<br>Player3-Overestimator: me too dots
<br>Player3-Overestimator: different sizes
<br>Player3-Overestimator: dots
<br>Player1-Overestimator: me too 
<br>Player3-Overestimator: well its nice meeting u guys:)
<br>Player3-Overestimator: bye
<br>Player2-Underestimator: same! sort of
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",NA,chatLog,NA,NA,NA,3,1,6,3.3333333333333335,2,other,6
2022-05-08T10:59:08Z,2022-05-08T11:12:34Z,0,216.165.95.137,100,806,1,2022-05-08T11:12:35Z,R_sFpFBaGgNsSUmEp,NA,NA,NA,NA,40.7359,-73.9904,anonymous,EN,1,NA,0,0,172.481,0,0,0,3.006,0,42,0,0,79.644,0,0,0,22.383,0,1,4,873,49,Region #2,17,NA,10.171,10.604,22.049,2,0,0,25.007,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15.006,0,NA,NA,NA,NA,idk,1,NA,1,NA,NA,1,1,6392NwKkvp,Study1_MoHi10,NA,26,R_sFpFBaGgNsSUmEp,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,600,NA,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player2-Underestimator: hi
<br>Player3-Overestimator: yeah so I guessed for more dots i guess
<br>Player4-Underestimator: hi
<br>Player1-Overestimator: i also guessed
<br>Player1-Overestimator: more dots
<br>Player2-Underestimator: lol i thought it was 40
<br>Player4-Underestimator: i guessed like 60
<br>Player3-Overestimator: I said 42
<br>Player1-Overestimator: i thought it was 60
<br>Player3-Overestimator: hahaha
<br>Player2-Underestimator: WTF i was way off
<br>Player1-Overestimator: so it was 50
<br>Player3-Overestimator: the big dots and little dots confused me
<br>Player2-Underestimator: yessss
<br>Player2-Underestimator: no same
<br>Player1-Overestimator: 42 = magic number bit smart
<br>Player3-Overestimator: what did the undekresitmators say 
<br>Player2-Underestimator: idk why i tried to count but i don't think that's the point of the game
<br>Player2-Underestimator: i said 40
<br>Player4-Underestimator: wait i said 60 and it said i was under
<br>Player1-Overestimator: wtf
<br>Player2-Underestimator: wait whatttt
<br>Player1-Overestimator: o shit
<br>Player3-Overestimator: oop
<br>Player1-Overestimator: we just got dooped
<br>Player2-Underestimator: ayo ?
<br>Player2-Underestimator: LMAO
<br>Player3-Overestimator: yeah what's going on 
<br>Player3-Overestimator: im dead 
<br>Player1-Overestimator: dam
<br>Player2-Underestimator: they're lying.
<br>Player1-Overestimator: its rlly like that
<br>Player2-Underestimator: HAHSAHASA
<br>Player4-Underestimator: lab rat era
<br>Player2-Underestimator: LMFAO
<br>Player2-Underestimator: all mind games
<br>Player3-Overestimator: us all trying to get our last credits 
<br>Player1-Overestimator: i feel 3/16 stupid rn
<br>Player4-Underestimator: literally
<br>Player2-Underestimator: AHSDFHAHSD SAME
<br>Player3-Overestimator: hahahahaha
<br>Player2-Underestimator: i need .5 more xDDD
<br>Player1-Overestimator: same
<br>Player1-Overestimator: im cucked
<br>Player3-Overestimator: I gotta right the essay
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>Player2-Underestimator: nah u got this 
<br> *** Player3-Overestimator has left the chat ***
<br>",NA,chatLog,NA,NA,NA,2,6,2,3.3333333333333335,3,ingroup,1
2022-05-08T11:00:06Z,2022-05-08T11:12:58Z,0,74.71.40.247,100,772,1,2022-05-08T11:12:59Z,R_2SjL7Wrsi7snvP8,NA,NA,NA,NA,40.7263,-73.9818,anonymous,EN,1,NA,0,0,164.336,0,0,0,3.111,0,60,0,0,83.815,0,13.275,14.541,24.054,3,1,4,331,360,Region #1,17,NA,0,0,22.071,0,0,0,25.008,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15.007,0,NA,NA,NA,NA,2,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Something to do wiht morals,1,NA,2,It's a recorded video,NA,1,1,6392NwKkvp,Study1_MoHi10,NA,26,R_2SjL7Wrsi7snvP8,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,600,NA,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player2-Underestimator: hi
<br>Player3-Overestimator: yeah so I guessed for more dots i guess
<br>Player4-Underestimator: hi
<br>Player1-Overestimator: i also guessed
<br>Player1-Overestimator: more dots
<br>Player2-Underestimator: lol i thought it was 40
<br>Player4-Underestimator: i guessed like 60
<br>Player3-Overestimator: I said 42
<br>Player1-Overestimator: i thought it was 60
<br>Player3-Overestimator: hahaha
<br>Player2-Underestimator: WTF i was way off
<br>Player1-Overestimator: so it was 50
<br>Player3-Overestimator: the big dots and little dots confused me
<br>Player2-Underestimator: yessss
<br>Player2-Underestimator: no same
<br>Player1-Overestimator: 42 = magic number bit smart
<br>Player3-Overestimator: what did the undekresitmators say 
<br>Player2-Underestimator: idk why i tried to count but i don't think that's the point of the game
<br>Player2-Underestimator: i said 40
<br>Player4-Underestimator: wait i said 60 and it said i was under
<br>Player1-Overestimator: wtf
<br>Player2-Underestimator: wait whatttt
<br>Player1-Overestimator: o shit
<br>Player3-Overestimator: oop
<br>Player1-Overestimator: we just got dooped
<br>Player2-Underestimator: ayo ?
<br>Player2-Underestimator: LMAO
<br>Player3-Overestimator: yeah what's going on 
<br>Player3-Overestimator: im dead 
<br>Player1-Overestimator: dam
<br>Player2-Underestimator: they're lying.
<br>Player1-Overestimator: its rlly like that
<br>Player2-Underestimator: HAHSAHASA
<br>Player4-Underestimator: lab rat era
<br>Player2-Underestimator: LMFAO
<br>Player2-Underestimator: all mind games
<br>Player3-Overestimator: us all trying to get our last credits 
<br>Player1-Overestimator: i feel 3/16 stupid rn
<br>Player4-Underestimator: literally
<br>Player2-Underestimator: AHSDFHAHSD SAME
<br>Player3-Overestimator: hahahahaha
<br>Player2-Underestimator: i need .5 more xDDD
<br>Player1-Overestimator: same
<br>Player1-Overestimator: im cucked
<br>Player3-Overestimator: I gotta right the essay
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>Player2-Underestimator: nah u got this 
<br> *** Player3-Overestimator has left the chat ***
<br>",NA,chatLog,NA,NA,NA,3,3,2,2.6666666666666665,2,other,4
